mockup_id,page_id,state_id,surface,page_name,state_name,canonical_canvas,relative_path,status,sha256,approved_by,approved_at,visual_scope,functional_scope,feature_ids,notes,visual_kind,parent_page_id,screen_signature,duplicate_audit
YL-A-026-S03_TOOL_RUNNING,YL-A-026,YL-A-026-S03_TOOL_RUNNING,ANDROID,AI 回复,工具执行,1080x2400,ui/mockups/android/YL-A-026/YL-A-026-S03_TOOL_RUNNING.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,e14447e99233ea176a5326cd4a4af4e85bcf2cd991b8d418ac5da4d9c0789328,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-018|P03-026|P03-047|P03-051,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,6312db9a26c4eefe,PASS
YL-A-026-S04_COMPLETED,YL-A-026,YL-A-026-S04_COMPLETED,ANDROID,AI 回复,完成,1080x2400,ui/mockups/android/YL-A-026/YL-A-026-S04_COMPLETED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,e4b01e4835ce7462a43c0a36cb2d5d2d3cf0b996ec985a24b9e1050fda8a6d98,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-018|P03-026|P03-047|P03-051,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,6312db9a26c4eefe,PASS
YL-A-026-S05_STOPPED,YL-A-026,YL-A-026-S05_STOPPED,ANDROID,AI 回复,已停止,1080x2400,ui/mockups/android/YL-A-026/YL-A-026-S05_STOPPED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,ce4aacd954e420327346da2780e055278dca7e494fb828b86e5f923ebf5341b6,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-018|P03-026|P03-047|P03-051,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,6312db9a26c4eefe,PASS
YL-A-026-S06_PROVIDER_ERROR,YL-A-026,YL-A-026-S06_PROVIDER_ERROR,ANDROID,AI 回复,回答失败,1080x2400,ui/mockups/android/YL-A-026/YL-A-026-S06_PROVIDER_ERROR.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,dfccf95a18830c70aee44fe1aa310d65ffd2446b1b6b67788a4c4ecd2e591580,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-018|P03-026|P03-047|P03-051,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,6312db9a26c4eefe,PASS
YL-A-026-S07_CONTENT_BLOCKED,YL-A-026,YL-A-026-S07_CONTENT_BLOCKED,ANDROID,AI 回复,请求无法处理,1080x2400,ui/mockups/android/YL-A-026/YL-A-026-S07_CONTENT_BLOCKED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,4ad996960ecb879e9075698adbad37e271a478f619274ffcaffa68288eec4c42,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P03-018|P03-026|P03-047|P03-051,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,COMPONENT_BOARD,YL-A-023,6312db9a26c4eefe,PASS
YL-A-033-S01_POPULATED,YL-A-033,YL-A-033-S01_POPULATED,ANDROID,模型选择器,可用模型,1080x2400,ui/mockups/android/YL-A-033/YL-A-033-S01_POPULATED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,2f0d5a14c3f9afbd4d52d6f6245c8e80b8399d256a4ea187f75f5c721245e6f3,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-001|P04-002|P04-003|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,dc3946f565f3581b,PASS
YL-A-033-S02_FILTER_ACTIVE,YL-A-033,YL-A-033-S02_FILTER_ACTIVE,ANDROID,模型选择器,筛选中,1080x2400,ui/mockups/android/YL-A-033/YL-A-033-S02_FILTER_ACTIVE.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,2698d349323baa9aaa3075dc06a3e29d4d498941e3a954c723b177f37ed976bd,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-001|P04-002|P04-003|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,dc3946f565f3581b,PASS
YL-A-033-S03_EMPTY,YL-A-033,YL-A-033-S03_EMPTY,ANDROID,模型选择器,无结果,1080x2400,ui/mockups/android/YL-A-033/YL-A-033-S03_EMPTY.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,cf14f98b5a2979f4d3aeb39fa67f514c468e9252c881943b196687d4cdffb145,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-001|P04-002|P04-003|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,dc3946f565f3581b,PASS
YL-A-033-S04_DISABLED,YL-A-033,YL-A-033-S04_DISABLED,ANDROID,模型选择器,不可选择,1080x2400,ui/mockups/android/YL-A-033/YL-A-033-S04_DISABLED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,390b2f31c60385503f13887a2cf3cc7dea7125de0b9a495880d9a2547175e3bd,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-001|P04-002|P04-003|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,dc3946f565f3581b,PASS
YL-A-033-S05_SERVICE_DEGRADED,YL-A-033,YL-A-033-S05_SERVICE_DEGRADED,ANDROID,模型选择器,部分模型不可用,1080x2400,ui/mockups/android/YL-A-033/YL-A-033-S05_SERVICE_DEGRADED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,ba13342784f8fd05f8b814a75bfc6bbf8b733000dcf8cb0b4e5ac4266e61b038,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-001|P04-002|P04-003|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,dc3946f565f3581b,PASS
YL-A-033-S06_SERVER_ERROR,YL-A-033,YL-A-033-S06_SERVER_ERROR,ANDROID,模型选择器,暂时无法加载,1080x2400,ui/mockups/android/YL-A-033/YL-A-033-S06_SERVER_ERROR.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,b0e4ebb982da4b8f109e7b4ddb66f345ea0700e9bf46218e25be2a885276795e,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-001|P04-002|P04-003|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,dc3946f565f3581b,PASS
YL-A-034-S01_POPULATED,YL-A-034,YL-A-034-S01_POPULATED,ANDROID,回答方式选择器,自动模式,1080x2400,ui/mockups/android/YL-A-034/YL-A-034-S01_POPULATED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,02459a5dcbc9f30cd94bf1d90a6e0f92578fdc079024111ab0b0c1a87f80c192,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-005|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,195beb56fc46047c,PASS
YL-A-034-S02_FILTER_ACTIVE,YL-A-034,YL-A-034-S02_FILTER_ACTIVE,ANDROID,回答方式选择器,深度模式,1080x2400,ui/mockups/android/YL-A-034/YL-A-034-S02_FILTER_ACTIVE.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,7c63bc70821efcbebea333c39e7bcccb87ca6dc47f2116e9fa93cd71c032ab31,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-005|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,195beb56fc46047c,PASS
YL-A-034-S03_EMPTY,YL-A-034,YL-A-034-S03_EMPTY,ANDROID,回答方式选择器,无可调选项,1080x2400,ui/mockups/android/YL-A-034/YL-A-034-S03_EMPTY.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,070dcb58fbc33d2324af64bace406ce7330d945ab813ee60d1008ecf128c72ff,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-005|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,195beb56fc46047c,PASS
YL-A-034-S04_DISABLED,YL-A-034,YL-A-034-S04_DISABLED,ANDROID,回答方式选择器,不可调节,1080x2400,ui/mockups/android/YL-A-034/YL-A-034-S04_DISABLED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,f76cff8ca4d0a3c604d2eacc9399bd9c49a4bdd3a78c1ee36323838fb3249d3b,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-005|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,195beb56fc46047c,PASS
YL-A-034-S05_SERVICE_DEGRADED,YL-A-034,YL-A-034-S05_SERVICE_DEGRADED,ANDROID,回答方式选择器,仅自动可用,1080x2400,ui/mockups/android/YL-A-034/YL-A-034-S05_SERVICE_DEGRADED.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,49bd229af175deafb48a8a6c8b97adcfdd1ed4c6824977b5466f6ba314d355f7,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-005|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,195beb56fc46047c,PASS
YL-A-034-S06_SERVER_ERROR,YL-A-034,YL-A-034-S06_SERVER_ERROR,ANDROID,回答方式选择器,暂时无法加载,1080x2400,ui/mockups/android/YL-A-034/YL-A-034-S06_SERVER_ERROR.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,76f1b99e57628e8b647b23d043f3deb9981905fe3d126b100c42cfa546ed5316,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,NONE; functionality comes from Feature IDs and CO-P03-001 contracts,P04-005|P03-050,Supersedes V1.6 visual for this state. Consumer copy contains no raw technical status.,OVERLAY,YL-A-023,195beb56fc46047c,PASS
YL-M-061-S09_CONTEXT_DEBUG_OPEN,YL-M-061,YL-M-061-S09_CONTEXT_DEBUG_OPEN,ADMIN,可观测性/AI运行,上下文诊断抽屉,1440x1000,ui/mockups/admin/YL-M-061/YL-M-061-S09_CONTEXT_DEBUG_OPEN.png,APPROVED_FOR_CHANGE_ORDER_IMPLEMENTATION,11fdf06438acdc7a937ae41083a51a51cfab8eef2e2efac5f0901e48bb7c118d,OWNER_REQUESTED_CO_P03_001,2026-08-10T00:00:00+08:00,layout|spacing|typography|color|component_geometry|visible_state,context diagnostics only; hidden chain-of-thought excluded,P03-046|P03-055,Adds context build diagnostics to the existing AI run observability page.,PAGE,,88a4412a41860d25,PASS
