page_id,surface,name,route,layout_profile,state_profile,state_count,feature_ids,phases,primary_phase,work_packets,visual_kind,parent_page_id,visual_template,visual_title,screen_signature,design_system_version,mockup_gate
YL-A-099,ANDROID,我的/账单,android://099,android_list,finance,10,P10-010,P10,P10,P10-W02,PAGE,YL-A-098,bills,账单明细,2e8e1c2106775d18,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-A-100,ANDROID,我的/用量中心,android://100,android_list,finance,10,P10-016,P10,P10,P10-W03,PAGE,YL-A-086,usage,用量中心,125a81a3b75445e2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-001,ADMIN,系统设置/工程信息,/admin/001,admin_list,admin_list,8,P00-001,P00,P00,P00-W01,PAGE,,admin_list,工程信息,f2ab3e4be3493ec2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-002,ADMIN,系统设置/环境配置,/admin/002,admin_config,admin_config,11,P00-002,P00,P00,P00-W01,PAGE,,admin_config,环境配置,7314362a5543abc2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-003,ADMIN,App发布/构建记录,/admin/003,admin_list,admin_list,8,P00-003,P00,P00,P00-W01,PAGE,,admin_list,构建记录,a0a53e17432bdcf1,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-004,ADMIN,内容运营/设计配置,/admin/004,admin_config,admin_config,11,P00-004,P00,P00,P00-W01,PAGE,,admin_config,设计配置,af0a950ea858bb12,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-005,ADMIN,发现与首页/导航配置,/admin/005,admin_config,admin_config,11,P00-005,P00,P00,P00-W01,PAGE,,admin_config,导航配置,73b06a82bfebeea3,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-006,ADMIN,运维/服务健康,/admin/006,admin_dashboard,admin_dashboard,7,P00-006|P00-007|P00-008,P00,P00,P00-W02,PAGE,,admin_dashboard,服务健康,248c1da86030f0f2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-007,ADMIN,运维/任务队列,/admin/007,admin_list,admin_list,8,P00-009|P09-005|P12-016,P00|P09|P12,P00,P00-W02|P09-W01|P12-W04,PAGE,,admin_list,任务队列,ef1f51110fe2a864,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-008,ADMIN,运维/定时任务,/admin/008,admin_list,admin_list,8,P00-010,P00,P00,P00-W02,PAGE,,admin_list,定时任务,70ac87dca2fef07c,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-009,ADMIN,运维/数据库迁移,/admin/009,admin_list,admin_list,8,P00-011|P13-004,P00|P13,P00,P00-W03|P13-W01,PAGE,,admin_list,数据库迁移,dfd24de41a722b44,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-010,ADMIN,运维/Redis,/admin/010,admin_list,admin_list,8,P00-012,P00,P00,P00-W03,PAGE,,admin_list,Redis,94b2eb59b247313c,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-011,ADMIN,运维/事件流,/admin/011,admin_list,admin_list,8,P00-013,P00,P00,P00-W03,PAGE,,admin_list,事件流,534093cc4c342664,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-012,ADMIN,文件与存储/存储配置,/admin/012,admin_config,admin_config,11,P00-014,P00,P00,P00-W03,PAGE,,admin_config,存储配置,01ca93d18e20102f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-013,ADMIN,系统设置/API版本,/admin/013,admin_config,admin_config,11,P00-015,P00,P00,P00-W03,PAGE,,admin_config,API版本,da7469e110c1b1de,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-014,ADMIN,系统设置/功能追踪,/admin/014,admin_list,admin_list,8,P00-016,P00,P00,P00-W04,PAGE,,admin_list,功能追踪,b6add7953daaaa4c,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-015,ADMIN,可观测性/总览,/admin/015,admin_dashboard,admin_dashboard,7,P00-017,P00,P00,P00-W04,PAGE,,admin_dashboard,总览,f3ccd9d5db130a44,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-016,ADMIN,运维/构建记录,/admin/016,admin_list,admin_list,8,P00-018,P00,P00,P00-W04,PAGE,,admin_list,构建记录,7e00f81afe5982e1,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-017,ADMIN,App发布/阶段交付,/admin/017,admin_list,admin_list,8,P00-019,P00,P00,P00-W04,PAGE,,admin_list,阶段交付,0a04fade7807309f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-018,ADMIN,模型与供应商/能力探测,/admin/018,admin_config,admin_config,11,P00-020|P00-021|P04-004|P04-026,P00|P04,P00,P00-W04|P00-W05|P04-W01|P04-W05,PAGE,,admin_config,能力探测,4a1a46b47871d65f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-019,ADMIN,安全与审计/秘密状态,/admin/019,admin_approval,admin_approval,8,P00-022,P00,P00,P00-W05,PAGE,,admin_approval,秘密状态,9c7cd3732ad498ef,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-020,ADMIN,管理员与权限/菜单,/admin/020,admin_list,admin_list,8,P00-023,P00,P00,P00-W05,PAGE,,admin_list,菜单,5d512e683ecacb8c,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-021,ADMIN,开发者平台/门户配置,/admin/021,admin_config,admin_config,11,P00-024,P00,P00,P00-W05,PAGE,,admin_config,门户配置,53dc38127246c6af,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-022,ADMIN,认证与用户/认证策略,/admin/022,admin_config,admin_config,11,P01-001,P01,P01,P01-W01,PAGE,,admin_config,认证策略,737adb322c5f3fc5,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-023,ADMIN,认证与用户/安全验证,/admin/023,admin_list,admin_list,8,P01-002|P01-008|P02-004|P02-013|P02-022,P01|P02,P01,P01-W01|P01-W02|P02-W01|P02-W03|P02-W05,PAGE,,admin_list,安全验证,3bcc46735e068b6c,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-024,ADMIN,认证与用户/Turnstile配置,/admin/024,admin_config,admin_config,11,P01-003|P02-005,P01|P02,P01,P01-W01|P02-W01,PAGE,,admin_config,Turnstile配置,ed898e2533628b30,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-025,ADMIN,认证与用户/邮件配置,/admin/025,admin_config,admin_config,11,P01-004,P01,P01,P01-W01,PAGE,,admin_config,邮件配置,32ee132a1ff035db,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-026,ADMIN,认证与用户/验证码策略,/admin/026,admin_config,admin_config,11,P01-005|P01-009|P01-021|P02-006|P02-008|P02-014,P01|P02,P01,P01-W01|P01-W02|P01-W04|P02-W01|P02-W02|P02-W03,PAGE,,admin_config,验证码策略,dc1259eb9b5aaa12,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-027,ADMIN,认证与用户/用户列表,/admin/027,admin_list,admin_list,8,P01-006|P01-022|P01-024|P02-015,P01|P02,P01,P01-W01|P01-W04|P01-W05|P02-W03,PAGE,,admin_list,用户列表,dfab2555b4e3d6a2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-028,ADMIN,认证与用户/异常注册,/admin/028,admin_list,admin_list,8,P01-007,P01,P01,P01-W02,PAGE,,admin_list,异常注册,67c9128f87b19d38,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-029,ADMIN,认证与用户/登录日志,/admin/029,admin_dashboard,admin_dashboard,7,P01-010|P02-007,P01|P02,P01,P01-W02|P02-W02,PAGE,,admin_dashboard,登录日志,64e0d895791b65a4,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-030,ADMIN,认证与用户/会话管理,/admin/030,admin_list,admin_list,8,P01-011|P01-012|P01-013|P02-001|P02-009|P02-017|P02-019,P01|P02,P01,P01-W02|P01-W03|P02-W01|P02-W02|P02-W04,PAGE,,admin_list,会话管理,f969b2d266f2a22a,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-031,ADMIN,认证与用户/设备管理,/admin/031,admin_list,admin_list,8,P01-014|P01-015|P01-016|P02-020|P02-021,P01|P02,P01,P01-W03|P02-W04,PAGE,,admin_list,设备管理,a3e335a2253a65c0,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-032,ADMIN,安全与审计/风控规则,/admin/032,admin_approval,admin_approval,8,P01-017,P01,P01,P01-W03,PAGE,,admin_approval,风控规则,6c1494fa670e850f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-033,ADMIN,安全与审计/认证事件,/admin/033,admin_approval,admin_approval,8,P01-018,P01,P01,P01-W03,PAGE,,admin_approval,认证事件,e2bd2df74ccda34f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-034,ADMIN,系统设置/邮件服务,/admin/034,admin_config,admin_config,11,P01-019,P01,P01,P01-W04,PAGE,,admin_config,邮件服务,5dec22542c0030f3,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-035,ADMIN,系统设置/Turnstile,/admin/035,admin_config,admin_config,11,P01-020,P01,P01,P01-W04,PAGE,,admin_config,Turnstile,d8ac2cfab7bfff57,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-036,ADMIN,认证与用户/用户详情,/admin/036,admin_detail,admin_detail,11,P01-023|P02-016|P09-012|P09-013,P01|P02|P09,P01,P01-W04|P02-W03|P09-W03,PAGE,,admin_detail,用户详情,7fbfc6e91f2fe779,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-037,ADMIN,管理员与权限/角色,/admin/037,admin_list,admin_list,8,P01-025,P01,P01,P01-W05,PAGE,,admin_list,角色,23e9e29ac840eb0c,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-038,ADMIN,管理员与权限/管理员,/admin/038,admin_list,admin_list,8,P01-026,P01,P01,P01-W05,PAGE,,admin_list,管理员,6f60e6529baf651a,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-039,ADMIN,安全与审计/高风险操作,/admin/039,admin_approval,admin_approval,8,P01-027,P01,P01,P01-W05,PAGE,,admin_approval,高风险操作,cc08a3325c07dc87,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-040,ADMIN,通知中心/邮件模板,/admin/040,admin_config,admin_config,11,P01-028,P01,P01,P01-W05,PAGE,,admin_config,邮件模板,fd7697e9dfed94f5,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-041,ADMIN,认证与用户/登录配置,/admin/041,admin_config,admin_config,11,P02-002,P02,P02,P02-W01,PAGE,,admin_config,登录配置,89776925756412b9,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-042,ADMIN,认证与用户/注册配置,/admin/042,admin_config,admin_config,11,P02-010,P02,P02,P02-W02,PAGE,,admin_config,注册配置,17fe5e68e161a987,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-043,ADMIN,认证与用户/密码策略,/admin/043,admin_config,admin_config,11,P02-011,P02,P02,P02-W02,PAGE,,admin_config,密码策略,61b5f7129a6b2823,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-044,ADMIN,安全与审计/移动端安全,/admin/044,admin_approval,admin_approval,8,P02-026,P02,P02,P02-W05,PAGE,,admin_approval,移动端安全,89af0dae3982b65b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-045,ADMIN,内容运营/首页配置,/admin/045,admin_config,admin_config,11,P03-001,P03,P03,P03-W01,PAGE,,admin_config,首页配置,4ace9e8a69bad252,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-046,ADMIN,对话与内容/会话列表,/admin/046,admin_list,admin_list,8,P03-002|P03-003|P03-006|P03-035,P03,P03,P03-W01|P03-W05,PAGE,,admin_list,会话列表,a05a383c58bee89c,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-047,ADMIN,对话与内容/搜索配置,/admin/047,admin_config,admin_config,11,P03-004,P03,P03,P03-W01,PAGE,,admin_config,搜索配置,082856a3759b7216,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-048,ADMIN,对话与内容/会话详情,/admin/048,admin_detail,admin_detail,11,P03-005|P04-008,P03|P04,P03,P03-W01|P04-W02,PAGE,,admin_detail,会话详情,ecff2376e9c4bcfb,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-049,ADMIN,对话与内容/删除策略,/admin/049,admin_config,admin_config,11,P03-007,P03,P03,P03-W01,PAGE,,admin_config,删除策略,dfe1791ad4af1ae6,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-050,ADMIN,对话与内容/标题模型,/admin/050,admin_list,admin_list,8,P03-008,P03,P03,P03-W02,PAGE,,admin_list,标题模型,dc90131581ec04b3,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-051,ADMIN,模型与供应商/模型目录,/admin/051,admin_config,admin_config,11,P03-009|P04-001|P04-003|P04-009|P04-021,P03|P04,P03,P03-W02|P04-W01|P04-W02|P04-W04,PAGE,,admin_config,模型目录,83542585e596a2d9,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-052,ADMIN,运维/流式连接,/admin/052,admin_list,admin_list,8,P03-010|P03-012,P03,P03,P03-W02,PAGE,,admin_list,流式连接,334f60e980ad63ac,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-053,ADMIN,对话与内容/运行记录,/admin/053,admin_list,admin_list,8,P03-011|P03-013|P03-015|P03-024|P03-026|P04-010,P03|P04,P03,P03-W02|P03-W03|P03-W04|P04-W02,PAGE,,admin_list,运行记录,d3d9c97b9992f4bb,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-054,ADMIN,对话与内容/消息查询,/admin/054,admin_list,admin_list,8,P03-014,P03,P03,P03-W02,PAGE,,admin_list,消息查询,f19bbc5f71d1c95b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-055,ADMIN,对话与内容/引用记录,/admin/055,admin_list,admin_list,8,P03-021,P03,P03,P03-W03,PAGE,,admin_list,引用记录,c0fee55d0f217114,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-056,ADMIN,对话与内容/导出记录,/admin/056,admin_list,admin_list,8,P03-023|P03-029,P03,P03,P03-W04|P03-W05,PAGE,,admin_list,导出记录,aa5665947c0b08af,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-057,ADMIN,对话与内容/用户反馈,/admin/057,admin_list,admin_list,8,P03-025,P03,P03,P03-W04,PAGE,,admin_list,用户反馈,34d6ffe4710a9d51,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-058,ADMIN,对话与内容/保留策略,/admin/058,admin_config,admin_config,11,P03-028,P03,P03,P03-W04,PAGE,,admin_config,保留策略,ddb93ce3e0658106,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-059,ADMIN,AI工具/语音配置,/admin/059,admin_config,admin_config,11,P03-030,P03,P03,P03-W05,PAGE,,admin_config,语音配置,66e9e5a915838e80,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-060,ADMIN,安全与审计/访问拒绝,/admin/060,admin_approval,admin_approval,8,P03-033,P03,P03,P03-W05,PAGE,,admin_approval,访问拒绝,94f525a2a9ecd1d6,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-061,ADMIN,可观测性/AI运行,/admin/061,admin_list,admin_list,8,P03-034,P03,P03,P03-W05,PAGE,,admin_list,AI运行,4d6b837373153996,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-062,ADMIN,模型与供应商/供应商,/admin/062,admin_list,admin_list,8,P04-002,P04,P04,P04-W01,PAGE,,admin_list,供应商,387b8092e6ed2128,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-063,ADMIN,模型与供应商/推理映射,/admin/063,admin_config,admin_config,11,P04-005|P04-006|P04-023,P04,P04,P04-W01|P04-W04,PAGE,,admin_config,推理映射,6f695181346abb1f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-064,ADMIN,模型与供应商/默认配置,/admin/064,admin_config,admin_config,11,P04-007|P09-016,P04|P09,P04,P04-W02|P09-W04,PAGE,,admin_config,默认配置,38d89f40ee7bba83,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-065,ADMIN,对话与内容/分支,/admin/065,admin_list,admin_list,8,P04-011|P04-012|P04-013,P04,P04,P04-W02|P04-W03,PAGE,,admin_list,分支,902adb15c3d93806,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-066,ADMIN,AI工具/多模型对比,/admin/066,admin_list,admin_list,8,P04-014|P04-015|P04-016|P04-017,P04,P04,P04-W03,PAGE,,admin_list,多模型对比,b3b5e76282fc7334,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-067,ADMIN,模型与供应商/服务状态,/admin/067,admin_dashboard,admin_dashboard,7,P04-018,P04,P04,P04-W03,PAGE,,admin_dashboard,服务状态,d66a8297aac6a7df,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-068,ADMIN,模型与供应商/路由策略,/admin/068,admin_config,admin_config,11,P04-019|P04-024|P13-009,P04|P13,P04,P04-W04|P13-W02,PAGE,,admin_config,路由策略,7101d48451f6b472,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-069,ADMIN,模型与供应商/通道,/admin/069,admin_config,admin_config,11,P04-020|P13-006|P13-007|P13-008,P04|P13,P04,P04-W04|P13-W02,PAGE,,admin_config,通道,64f7c30a8c77aeb1,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-070,ADMIN,模型与供应商/能力,/admin/070,admin_config,admin_config,11,P04-022|P05-007,P04|P05,P04,P04-W04|P05-W01,PAGE,,admin_config,能力,154b862ba3098f82,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-071,ADMIN,模型与供应商/健康探测,/admin/071,admin_dashboard,admin_dashboard,7,P04-025,P04,P04,P04-W05,PAGE,,admin_dashboard,健康探测,cec573d4c8d3f44b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-072,ADMIN,模型与供应商/运行策略,/admin/072,admin_config,admin_config,11,P04-027,P04,P04,P04-W05,PAGE,,admin_config,运行策略,68289ba0aa56b6d7,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-073,ADMIN,商业化/用量记录,/admin/073,admin_list,admin_list,8,P04-028,P04,P04,P04-W05,PAGE,,admin_list,用量记录,d0cf0dc8323635fb,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-074,ADMIN,商业化/模型价格,/admin/074,admin_list,admin_list,8,P04-029|P10-014|P10-029|P11-025,P04|P10|P11,P04,P04-W05|P10-W03|P10-W05|P11-W04,PAGE,,admin_list,模型价格,64465e767b3ba419,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-075,ADMIN,运维/事故管理,/admin/075,admin_dashboard,admin_dashboard,7,P04-030,P04,P04,P04-W05,PAGE,,admin_dashboard,事故管理,083304fd34772f67,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-076,ADMIN,文件与存储/文件列表,/admin/076,admin_list,admin_list,8,P05-001|P05-003|P05-015|P05-016|P05-022|P07-006,P05|P07,P05,P05-W01|P05-W03|P05-W04|P07-W01,PAGE,,admin_list,文件列表,ee0d59224c56abfb,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-077,ADMIN,文件与存储/上传记录,/admin/077,admin_list,admin_list,8,P05-002,P05,P05,P05-W01,PAGE,,admin_list,上传记录,e39ec1e04d459b81,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-078,ADMIN,文件与存储/安全策略,/admin/078,admin_config,admin_config,11,P05-004,P05,P05,P05-W01,PAGE,,admin_config,安全策略,6d26b8c7076261e1,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-079,ADMIN,文件与存储/隔离区,/admin/079,admin_list,admin_list,8,P05-005,P05,P05,P05-W01,PAGE,,admin_list,隔离区,72dcb32cc6242adf,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-080,ADMIN,文件与存储/处理任务,/admin/080,admin_list,admin_list,8,P05-006,P05,P05,P05-W01,PAGE,,admin_list,处理任务,a84197f8a9f9f2e7,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-081,ADMIN,文件与存储/解析任务,/admin/081,admin_list,admin_list,8,P05-008|P05-009|P05-010|P05-011|P05-012|P05-023,P05,P05,P05-W02|P05-W04,PAGE,,admin_list,解析任务,2ddfa4f65af21778,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-082,ADMIN,文件与存储/文件详情,/admin/082,admin_detail,admin_detail,11,P05-013|P05-017,P05,P05,P05-W02|P05-W03,PAGE,,admin_detail,文件详情,f1641894cce1d1e7,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-083,ADMIN,对话与内容/附件,/admin/083,admin_list,admin_list,8,P05-014,P05,P05,P05-W03,PAGE,,admin_list,附件,61f2b4cf1167cf8a,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-084,ADMIN,文件与存储/下载记录,/admin/084,admin_list,admin_list,8,P05-018,P05,P05,P05-W03,PAGE,,admin_list,下载记录,4f6fe54b826953ab,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-085,ADMIN,文件与存储/删除策略,/admin/085,admin_config,admin_config,11,P05-019,P05,P05,P05-W03,PAGE,,admin_config,删除策略,95a4837d823fe68d,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-086,ADMIN,商业化/权益配置,/admin/086,admin_config,admin_config,11,P05-020|P06-018,P05|P06,P05,P05-W04|P06-W04,PAGE,,admin_config,权益配置,596179b46878a440,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-087,ADMIN,文件与存储/清理任务,/admin/087,admin_list,admin_list,8,P05-021|P05-025,P05,P05,P05-W04,PAGE,,admin_list,清理任务,b0679356001ad826,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-088,ADMIN,文件与存储/供应商引用,/admin/088,admin_list,admin_list,8,P05-024,P05,P05,P05-W04,PAGE,,admin_list,供应商引用,947e84cac2b73a32,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-089,ADMIN,项目与知识库/项目列表,/admin/089,admin_list,admin_list,8,P06-001|P06-002|P06-005,P06,P06,P06-W01,PAGE,,admin_list,项目列表,66129fd4c084be78,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-090,ADMIN,项目与知识库/项目详情,/admin/090,admin_detail,admin_detail,11,P06-003|P06-004|P06-007|P06-009,P06,P06,P06-W01|P06-W02,PAGE,,admin_detail,项目详情,e8778cca85d89221,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-091,ADMIN,项目与知识库/项目指令,/admin/091,admin_list,admin_list,8,P06-006,P06,P06,P06-W02,PAGE,,admin_list,项目指令,79f419c85f305826,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-092,ADMIN,项目与知识库/文件,/admin/092,admin_list,admin_list,8,P06-008,P06,P06,P06-W02,PAGE,,admin_list,文件,326b45875cacaf0a,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-093,ADMIN,项目与知识库/索引任务,/admin/093,admin_list,admin_list,8,P06-010|P06-011|P06-015|P06-016,P06,P06,P06-W02|P06-W03|P06-W04,PAGE,,admin_list,索引任务,5866d6254411d17e,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-094,ADMIN,项目与知识库/检索诊断,/admin/094,admin_detail,admin_detail,11,P06-012,P06,P06,P06-W03,PAGE,,admin_detail,检索诊断,dfea7876f2e48e59,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
