interaction_id,feature_id,page_id,surface,binding_role,user_action,endpoint_or_event,permission,billing_rule,visual_source,functional_source,status
YL-A-022-C-P03_007-01,P03-007,YL-A-022,ANDROID,PRIMARY_VISIBLE,删除会话并进入回收策略,/api/mobile/v1/conversations/{conversationId},authenticated_user,none,approved mockup states for YL-A-022,contracts/feature-map.yaml,PLANNED
YL-M-049-C-P03_007-02,P03-007,YL-M-049,ADMIN,ADMIN_CONTROL,删除会话并进入回收策略,/api/mobile/v1/conversations/{conversationId},authenticated_user,none,approved mockup states for YL-M-049,contracts/feature-map.yaml,PLANNED
YL-M-050-C-P03_008-01,P03-008,YL-M-050,ADMIN,ADMIN_CONTROL,自动生成会话标题,/internal/v1/conversations/{conversationId}/title,authenticated_user,none,approved mockup states for YL-M-050,contracts/feature-map.yaml,PLANNED
YL-A-023-C-P03_009-01,P03-009,YL-A-023,ANDROID,PRIMARY_VISIBLE,发送用户文本消息,/api/mobile/v1/conversations/{conversationId}/runs,authenticated_user,none,approved mockup states for YL-A-023,contracts/feature-map.yaml,PLANNED
YL-M-051-C-P03_009-02,P03-009,YL-M-051,ADMIN,ADMIN_CONTROL,发送用户文本消息,/api/mobile/v1/conversations/{conversationId}/runs,authenticated_user,none,approved mockup states for YL-M-051,contracts/feature-map.yaml,PLANNED
YL-A-023-C-P03_010-01,P03-010,YL-A-023,ANDROID,PRIMARY_VISIBLE,通过 SSE 流式接收回答,/api/mobile/v1/runs/{runId}/events,authenticated_user,none,approved mockup states for YL-A-023,contracts/feature-map.yaml,PLANNED
YL-M-052-C-P03_010-02,P03-010,YL-M-052,ADMIN,ADMIN_CONTROL,通过 SSE 流式接收回答,/api/mobile/v1/runs/{runId}/events,authenticated_user,none,approved mockup states for YL-M-052,contracts/feature-map.yaml,PLANNED
YL-A-024-C-P03_011-01,P03-011,YL-A-024,ANDROID,PRIMARY_VISIBLE,停止正在生成的回答,/api/mobile/v1/runs/{runId}/cancel,authenticated_user,none,approved mockup states for YL-A-024,contracts/feature-map.yaml,PLANNED
YL-M-053-C-P03_011-02,P03-011,YL-M-053,ADMIN,ADMIN_CONTROL,停止正在生成的回答,/api/mobile/v1/runs/{runId}/cancel,authenticated_user,none,approved mockup states for YL-M-053,contracts/feature-map.yaml,PLANNED
YL-A-023-C-P03_012-01,P03-012,YL-A-023,ANDROID,PRIMARY_VISIBLE,SSE 断线后按游标恢复,/api/mobile/v1/runs/{runId}/events?after={eventId},authenticated_user,none,approved mockup states for YL-A-023,contracts/feature-map.yaml,PLANNED
YL-M-052-C-P03_012-02,P03-012,YL-M-052,ADMIN,ADMIN_CONTROL,SSE 断线后按游标恢复,/api/mobile/v1/runs/{runId}/events?after={eventId},authenticated_user,none,approved mockup states for YL-M-052,contracts/feature-map.yaml,PLANNED
YL-A-023-C-P03_013-01,P03-013,YL-A-023,ANDROID,PRIMARY_VISIBLE,恢复 App 后台期间的生成状态,/api/mobile/v1/runs/{runId},authenticated_user,none,approved mockup states for YL-A-023,contracts/feature-map.yaml,PLANNED
YL-M-053-C-P03_013-02,P03-013,YL-M-053,ADMIN,ADMIN_CONTROL,恢复 App 后台期间的生成状态,/api/mobile/v1/runs/{runId},authenticated_user,none,approved mockup states for YL-M-053,contracts/feature-map.yaml,PLANNED
YL-M-054-C-P03_014-01,P03-014,YL-M-054,ADMIN,ADMIN_CONTROL,持久化用户和 AI 消息部件,domain://messages/persist,authenticated_user,none,approved mockup states for YL-M-054,contracts/feature-map.yaml,PLANNED
YL-M-053-C-P03_015-01,P03-015,YL-M-053,ADMIN,ADMIN_CONTROL,保存每次模型运行元数据,domain://runs/persist,authenticated_user,none,approved mockup states for YL-M-053,contracts/feature-map.yaml,PLANNED
YL-A-025-C-P03_016-01,P03-016,YL-A-025,ANDROID,PRIMARY_VISIBLE,本地 Room 缓存会话和消息,android://room/chat-cache,authenticated_user,none,approved mockup states for YL-A-025,contracts/feature-map.yaml,PLANNED
YL-A-023-C-P03_017-01,P03-017,YL-A-023,ANDROID,PRIMARY_VISIBLE,协调本地乐观消息与服务端状态,android://message-reconciliation,authenticated_user,none,approved mockup states for YL-A-023,contracts/feature-map.yaml,PLANNED
YL-A-026-C-P03_018-01,P03-018,YL-A-026,ANDROID,PRIMARY_VISIBLE,渲染 Markdown 富文本,android://markdown-renderer,authenticated_user,none,approved mockup states for YL-A-026,contracts/feature-map.yaml,PLANNED
YL-A-027-C-P03_019-01,P03-019,YL-A-027,ANDROID,PRIMARY_VISIBLE,渲染代码块并复制代码,android://code-block,authenticated_user,none,approved mockup states for YL-A-027,contracts/feature-map.yaml,PLANNED
YL-A-028-C-P03_020-01,P03-020,YL-A-028,ANDROID,PRIMARY_VISIBLE,渲染表格并横向滚动,android://table-renderer,authenticated_user,none,approved mockup states for YL-A-028,contracts/feature-map.yaml,PLANNED
YL-A-029-C-P03_021-01,P03-021,YL-A-029,ANDROID,PRIMARY_VISIBLE,渲染引用和来源卡片,/api/mobile/v1/messages/{messageId}/citations,authenticated_user,none,approved mockup states for YL-A-029,contracts/feature-map.yaml,PLANNED
YL-M-055-C-P03_021-02,P03-021,YL-M-055,ADMIN,ADMIN_CONTROL,渲染引用和来源卡片,/api/mobile/v1/messages/{messageId}/citations,authenticated_user,none,approved mockup states for YL-M-055,contracts/feature-map.yaml,PLANNED
YL-A-030-C-P03_022-01,P03-022,YL-A-030,ANDROID,PRIMARY_VISIBLE,复制整条回答,android://copy-message,authenticated_user,none,approved mockup states for YL-A-030,contracts/feature-map.yaml,PLANNED
YL-A-030-C-P03_023-01,P03-023,YL-A-030,ANDROID,PRIMARY_VISIBLE,分享或导出单条回答,/api/mobile/v1/messages/{messageId}/exports,authenticated_user,none,approved mockup states for YL-A-030,contracts/feature-map.yaml,PLANNED
YL-M-056-C-P03_023-02,P03-023,YL-M-056,ADMIN,ADMIN_CONTROL,分享或导出单条回答,/api/mobile/v1/messages/{messageId}/exports,authenticated_user,none,approved mockup states for YL-M-056,contracts/feature-map.yaml,PLANNED
YL-A-030-C-P03_024-01,P03-024,YL-A-030,ANDROID,PRIMARY_VISIBLE,重新生成当前回答,/api/mobile/v1/messages/{messageId}/regenerate,authenticated_user,none,approved mockup states for YL-A-030,contracts/feature-map.yaml,PLANNED
YL-M-053-C-P03_024-02,P03-024,YL-M-053,ADMIN,ADMIN_CONTROL,重新生成当前回答,/api/mobile/v1/messages/{messageId}/regenerate,authenticated_user,none,approved mockup states for YL-M-053,contracts/feature-map.yaml,PLANNED
YL-W-006-C-P03_024-03,P03-024,YL-W-006,WEB,PUBLIC_SUPPORT,重新生成当前回答,/api/mobile/v1/messages/{messageId}/regenerate,authenticated_user,none,approved mockup states for YL-W-006,contracts/feature-map.yaml,PLANNED
YL-A-030-C-P03_025-01,P03-025,YL-A-030,ANDROID,PRIMARY_VISIBLE,提交回答点赞或点踩,/api/mobile/v1/messages/{messageId}/feedback,authenticated_user,none,approved mockup states for YL-A-030,contracts/feature-map.yaml,PLANNED
YL-M-057-C-P03_025-02,P03-025,YL-M-057,ADMIN,ADMIN_CONTROL,提交回答点赞或点踩,/api/mobile/v1/messages/{messageId}/feedback,authenticated_user,none,approved mockup states for YL-M-057,contracts/feature-map.yaml,PLANNED
YL-A-026-C-P03_026-01,P03-026,YL-A-026,ANDROID,PRIMARY_VISIBLE,显示生成中、完成、取消和失败状态,/api/mobile/v1/runs/{runId},authenticated_user,none,approved mockup states for YL-A-026,contracts/feature-map.yaml,PLANNED
YL-M-053-C-P03_026-02,P03-026,YL-M-053,ADMIN,ADMIN_CONTROL,显示生成中、完成、取消和失败状态,/api/mobile/v1/runs/{runId},authenticated_user,none,approved mockup states for YL-M-053,contracts/feature-map.yaml,PLANNED
YL-A-023-C-P03_027-01,P03-027,YL-A-023,ANDROID,PRIMARY_VISIBLE,显示稳定错误信息和重试入口,android://chat-error-recovery,authenticated_user,none,approved mockup states for YL-A-023,contracts/feature-map.yaml,PLANNED
YL-A-031-C-P03_028-01,P03-028,YL-A-031,ANDROID,PRIMARY_VISIBLE,创建临时不长期保留的会话,/api/mobile/v1/conversations?temporary=true,authenticated_user,none,approved mockup states for YL-A-031,contracts/feature-map.yaml,PLANNED
YL-M-058-C-P03_028-02,P03-028,YL-M-058,ADMIN,ADMIN_CONTROL,创建临时不长期保留的会话,/api/mobile/v1/conversations?temporary=true,authenticated_user,none,approved mockup states for YL-M-058,contracts/feature-map.yaml,PLANNED
YL-A-022-C-P03_029-01,P03-029,YL-A-022,ANDROID,PRIMARY_VISIBLE,导出完整会话为 Markdown,/api/mobile/v1/conversations/{conversationId}/exports,authenticated_user,none,approved mockup states for YL-A-022,contracts/feature-map.yaml,PLANNED
YL-M-056-C-P03_029-02,P03-029,YL-M-056,ADMIN,ADMIN_CONTROL,导出完整会话为 Markdown,/api/mobile/v1/conversations/{conversationId}/exports,authenticated_user,none,approved mockup states for YL-M-056,contracts/feature-map.yaml,PLANNED
YL-A-030-C-P03_030-01,P03-030,YL-A-030,ANDROID,PRIMARY_VISIBLE,朗读 AI 回答,/api/mobile/v1/messages/{messageId}/speech,authenticated_user,none,approved mockup states for YL-A-030,contracts/feature-map.yaml,PLANNED
YL-M-059-C-P03_030-02,P03-030,YL-M-059,ADMIN,ADMIN_CONTROL,朗读 AI 回答,/api/mobile/v1/messages/{messageId}/speech,authenticated_user,none,approved mockup states for YL-M-059,contracts/feature-map.yaml,PLANNED
YL-A-032-C-P03_031-01,P03-031,YL-A-032,ANDROID,PRIMARY_VISIBLE,使用系统语音输入并编辑转写文本,android://speech-to-text,authenticated_user,none,approved mockup states for YL-A-032,contracts/feature-map.yaml,PLANNED
YL-A-032-C-P03_032-01,P03-032,YL-A-032,ANDROID,PRIMARY_VISIBLE,保存和恢复未发送草稿,android://drafts,authenticated_user,none,approved mockup states for YL-A-032,contracts/feature-map.yaml,PLANNED
YL-M-060-C-P03_033-01,P03-033,YL-M-060,ADMIN,ADMIN_CONTROL,按用户权限校验会话所有权,policy://conversation-ownership,authenticated_user,none,approved mockup states for YL-M-060,contracts/feature-map.yaml,PLANNED
YL-M-061-C-P03_034-01,P03-034,YL-M-061,ADMIN,ADMIN_CONTROL,记录聊天链路延迟和错误指标,/internal/metrics/chat,authenticated_user,none,approved mockup states for YL-M-061,contracts/feature-map.yaml,PLANNED
YL-M-046-C-P03_035-01,P03-035,YL-M-046,ADMIN,ADMIN_CONTROL,后台查询会话、消息和运行记录,/admin/v1/conversations/{conversationId},authenticated_user,none,approved mockup states for YL-M-046,contracts/feature-map.yaml,PLANNED
YL-A-033-C-P04_001-01,P04-001,YL-A-033,ANDROID,PRIMARY_VISIBLE,从后台动态加载可用模型目录,/api/mobile/v1/models,authenticated_user,none,approved mockup states for YL-A-033,contracts/feature-map.yaml,PLANNED
YL-M-051-C-P04_001-02,P04-001,YL-M-051,ADMIN,ADMIN_CONTROL,从后台动态加载可用模型目录,/api/mobile/v1/models,authenticated_user,none,approved mockup states for YL-M-051,contracts/feature-map.yaml,PLANNED
YL-A-033-C-P04_002-01,P04-002,YL-A-033,ANDROID,PRIMARY_VISIBLE,按供应商分组展示模型,/api/mobile/v1/models?group=provider,authenticated_user,none,approved mockup states for YL-A-033,contracts/feature-map.yaml,PLANNED
YL-M-062-C-P04_002-02,P04-002,YL-M-062,ADMIN,ADMIN_CONTROL,按供应商分组展示模型,/api/mobile/v1/models?group=provider,authenticated_user,none,approved mockup states for YL-M-062,contracts/feature-map.yaml,PLANNED
YL-A-033-C-P04_003-01,P04-003,YL-A-033,ANDROID,PRIMARY_VISIBLE,展示模型用途、速度和能力标签,/api/mobile/v1/models/{modelId},authenticated_user,none,approved mockup states for YL-A-033,contracts/feature-map.yaml,PLANNED
YL-M-051-C-P04_003-02,P04-003,YL-M-051,ADMIN,ADMIN_CONTROL,展示模型用途、速度和能力标签,/api/mobile/v1/models/{modelId},authenticated_user,none,approved mockup states for YL-M-051,contracts/feature-map.yaml,PLANNED
YL-M-018-C-P04_004-01,P04-004,YL-M-018,ADMIN,ADMIN_CONTROL,只展示实际探测通过的能力,policy://verified-capabilities,authenticated_user,none,approved mockup states for YL-M-018,contracts/feature-map.yaml,PLANNED
YL-A-034-C-P04_005-01,P04-005,YL-A-034,ANDROID,PRIMARY_VISIBLE,加载模型支持的推理档位,/api/mobile/v1/models/{modelId}/reasoning-profiles,authenticated_user,none,approved mockup states for YL-A-034,contracts/feature-map.yaml,PLANNED
YL-M-063-C-P04_005-02,P04-005,YL-M-063,ADMIN,ADMIN_CONTROL,加载模型支持的推理档位,/api/mobile/v1/models/{modelId}/reasoning-profiles,authenticated_user,none,approved mockup states for YL-M-063,contracts/feature-map.yaml,PLANNED
YL-M-063-C-P04_006-01,P04-006,YL-M-063,ADMIN,ADMIN_CONTROL,将用户推理档位映射为上游参数,adapter://reasoning-profile,authenticated_user,none,approved mockup states for YL-M-063,contracts/feature-map.yaml,PLANNED
YL-A-035-C-P04_007-01,P04-007,YL-A-035,ANDROID,PRIMARY_VISIBLE,设置全局默认模型和推理档位,/api/mobile/v1/preferences/ai,authenticated_user,none,approved mockup states for YL-A-035,contracts/feature-map.yaml,PLANNED
YL-M-064-C-P04_007-02,P04-007,YL-M-064,ADMIN,ADMIN_CONTROL,设置全局默认模型和推理档位,/api/mobile/v1/preferences/ai,authenticated_user,none,approved mockup states for YL-M-064,contracts/feature-map.yaml,PLANNED
YL-A-036-C-P04_008-01,P04-008,YL-A-036,ANDROID,PRIMARY_VISIBLE,设置当前会话默认模型,/api/mobile/v1/conversations/{conversationId}/settings,authenticated_user,none,approved mockup states for YL-A-036,contracts/feature-map.yaml,PLANNED
YL-M-048-C-P04_008-02,P04-008,YL-M-048,ADMIN,ADMIN_CONTROL,设置当前会话默认模型,/api/mobile/v1/conversations/{conversationId}/settings,authenticated_user,none,approved mockup states for YL-M-048,contracts/feature-map.yaml,PLANNED
YL-A-037-C-P04_009-01,P04-009,YL-A-037,ANDROID,PRIMARY_VISIBLE,仅为本次消息临时切换模型,/api/mobile/v1/conversations/{conversationId}/runs,authenticated_user,none,approved mockup states for YL-A-037,contracts/feature-map.yaml,PLANNED
YL-M-051-C-P04_009-02,P04-009,YL-M-051,ADMIN,ADMIN_CONTROL,仅为本次消息临时切换模型,/api/mobile/v1/conversations/{conversationId}/runs,authenticated_user,none,approved mockup states for YL-M-051,contracts/feature-map.yaml,PLANNED
YL-A-038-C-P04_010-01,P04-010,YL-A-038,ANDROID,PRIMARY_VISIBLE,每条回答显示真实模型和推理档位,/api/mobile/v1/messages/{messageId}/run-metadata,authenticated_user,none,approved mockup states for YL-A-038,contracts/feature-map.yaml,PLANNED
YL-M-053-C-P04_010-02,P04-010,YL-M-053,ADMIN,ADMIN_CONTROL,每条回答显示真实模型和推理档位,/api/mobile/v1/messages/{messageId}/run-metadata,authenticated_user,none,approved mockup states for YL-M-053,contracts/feature-map.yaml,PLANNED
YL-A-030-C-P04_011-01,P04-011,YL-A-030,ANDROID,PRIMARY_VISIBLE,使用其他模型重新回答且保留旧答案,/api/mobile/v1/messages/{messageId}/rerun,authenticated_user,none,approved mockup states for YL-A-030,contracts/feature-map.yaml,PLANNED
YL-M-065-C-P04_011-02,P04-011,YL-M-065,ADMIN,ADMIN_CONTROL,使用其他模型重新回答且保留旧答案,/api/mobile/v1/messages/{messageId}/rerun,authenticated_user,none,approved mockup states for YL-M-065,contracts/feature-map.yaml,PLANNED
YL-M-065-C-P04_012-01,P04-012,YL-M-065,ADMIN,ADMIN_CONTROL,创建会话回答分支,/api/mobile/v1/conversations/{conversationId}/branches,authenticated_user,none,approved mockup states for YL-M-065,contracts/feature-map.yaml,PLANNED
YL-A-039-C-P04_013-01,P04-013,YL-A-039,ANDROID,PRIMARY_VISIBLE,选择并切换当前会话分支,/api/mobile/v1/conversations/{conversationId}/branches,authenticated_user,none,approved mockup states for YL-A-039,contracts/feature-map.yaml,PLANNED
YL-M-065-C-P04_013-02,P04-013,YL-M-065,ADMIN,ADMIN_CONTROL,选择并切换当前会话分支,/api/mobile/v1/conversations/{conversationId}/branches,authenticated_user,none,approved mockup states for YL-M-065,contracts/feature-map.yaml,PLANNED
YL-A-040-C-P04_014-01,P04-014,YL-A-040,ANDROID,PRIMARY_VISIBLE,同时请求多个模型进行回答对比,/api/mobile/v1/comparisons,authenticated_user,usage_metered,approved mockup states for YL-A-040,contracts/feature-map.yaml,PLANNED
YL-M-066-C-P04_014-02,P04-014,YL-M-066,ADMIN,ADMIN_CONTROL,同时请求多个模型进行回答对比,/api/mobile/v1/comparisons,authenticated_user,usage_metered,approved mockup states for YL-M-066,contracts/feature-map.yaml,PLANNED
YL-A-041-C-P04_015-01,P04-015,YL-A-041,ANDROID,PRIMARY_VISIBLE,标签页切换不同模型对比结果,/api/mobile/v1/comparisons/{comparisonId},authenticated_user,none,approved mockup states for YL-A-041,contracts/feature-map.yaml,PLANNED
YL-M-066-C-P04_015-02,P04-015,YL-M-066,ADMIN,ADMIN_CONTROL,标签页切换不同模型对比结果,/api/mobile/v1/comparisons/{comparisonId},authenticated_user,none,approved mockup states for YL-M-066,contracts/feature-map.yaml,PLANNED
YL-A-041-C-P04_016-01,P04-016,YL-A-041,ANDROID,PRIMARY_VISIBLE,采用一个候选回答继续会话,/api/mobile/v1/comparisons/{comparisonId}/adopt,authenticated_user,none,approved mockup states for YL-A-041,contracts/feature-map.yaml,PLANNED
YL-M-066-C-P04_016-02,P04-016,YL-M-066,ADMIN,ADMIN_CONTROL,采用一个候选回答继续会话,/api/mobile/v1/comparisons/{comparisonId}/adopt,authenticated_user,none,approved mockup states for YL-M-066,contracts/feature-map.yaml,PLANNED
YL-A-041-C-P04_017-01,P04-017,YL-A-041,ANDROID,PRIMARY_VISIBLE,综合多个模型回答,/api/mobile/v1/comparisons/{comparisonId}/synthesize,authenticated_user,usage_metered,approved mockup states for YL-A-041,contracts/feature-map.yaml,PLANNED
YL-M-066-C-P04_017-02,P04-017,YL-M-066,ADMIN,ADMIN_CONTROL,综合多个模型回答,/api/mobile/v1/comparisons/{comparisonId}/synthesize,authenticated_user,usage_metered,approved mockup states for YL-M-066,contracts/feature-map.yaml,PLANNED
YL-A-042-C-P04_018-01,P04-018,YL-A-042,ANDROID,PRIMARY_VISIBLE,透明提示模型不可用并请求用户选择回退,/api/mobile/v1/models/{modelId}/availability,authenticated_user,none,approved mockup states for YL-A-042,contracts/feature-map.yaml,PLANNED
YL-M-067-C-P04_018-02,P04-018,YL-M-067,ADMIN,ADMIN_CONTROL,透明提示模型不可用并请求用户选择回退,/api/mobile/v1/models/{modelId}/availability,authenticated_user,none,approved mockup states for YL-M-067,contracts/feature-map.yaml,PLANNED
YL-M-068-C-P04_019-01,P04-019,YL-M-068,ADMIN,ADMIN_CONTROL,按会话授权自动回退模型,policy://model-fallback,authenticated_user,none,approved mockup states for YL-M-068,contracts/feature-map.yaml,PLANNED
YL-M-069-C-P04_020-01,P04-020,YL-M-069,ADMIN,ADMIN_CONTROL,配置供应商通道和凭据引用,/admin/v1/provider-channels,authenticated_user,none,approved mockup states for YL-M-069,contracts/feature-map.yaml,PLANNED
YL-M-051-C-P04_021-01,P04-021,YL-M-051,ADMIN,ADMIN_CONTROL,配置模型别名、排序和上下架,/admin/v1/models/{modelId},authenticated_user,none,approved mockup states for YL-M-051,contracts/feature-map.yaml,PLANNED
YL-M-070-C-P04_022-01,P04-022,YL-M-070,ADMIN,ADMIN_CONTROL,配置模型能力与上下文限制,/admin/v1/models/{modelId}/capabilities,authenticated_user,none,approved mockup states for YL-M-070,contracts/feature-map.yaml,PLANNED
YL-M-063-C-P04_023-01,P04-023,YL-M-063,ADMIN,ADMIN_CONTROL,配置推理档位映射,/admin/v1/models/{modelId}/reasoning-profiles,authenticated_user,none,approved mockup states for YL-M-063,contracts/feature-map.yaml,PLANNED
YL-M-068-C-P04_024-01,P04-024,YL-M-068,ADMIN,ADMIN_CONTROL,配置模型路由优先级和主备线路,/admin/v1/routing-policies/{policyId},authenticated_user,none,approved mockup states for YL-M-068,contracts/feature-map.yaml,PLANNED
YL-M-071-C-P04_025-01,P04-025,YL-M-071,ADMIN,ADMIN_CONTROL,执行模型健康探测,/admin/v1/models/{modelId}/health-probe,authenticated_user,none,approved mockup states for YL-M-071,contracts/feature-map.yaml,PLANNED
YL-M-018-C-P04_026-01,P04-026,YL-M-018,ADMIN,ADMIN_CONTROL,执行文本、流式、视觉和工具能力探测,/admin/v1/models/{modelId}/capability-probe,authenticated_user,none,approved mockup states for YL-M-018,contracts/feature-map.yaml,PLANNED
YL-M-072-C-P04_027-01,P04-027,YL-M-072,ADMIN,ADMIN_CONTROL,按供应商设置独立并发、超时和熔断,policy://provider-isolation,authenticated_user,none,approved mockup states for YL-M-072,contracts/feature-map.yaml,PLANNED
YL-M-073-C-P04_028-01,P04-028,YL-M-073,ADMIN,ADMIN_CONTROL,记录输入、输出和推理 Token,event://usage.ai-run,authenticated_user,usage_metered,approved mockup states for YL-M-073,contracts/feature-map.yaml,PLANNED
YL-M-074-C-P04_029-01,P04-029,YL-M-074,ADMIN,ADMIN_CONTROL,记录模型价格版本快照,domain://pricing/snapshot,authenticated_user,usage_metered,approved mockup states for YL-M-074,contracts/feature-map.yaml,PLANNED
YL-A-043-C-P04_030-01,P04-030,YL-A-043,ANDROID,PRIMARY_VISIBLE,显示模型服务简化状态,/api/mobile/v1/service-status/models,authenticated_user,none,approved mockup states for YL-A-043,contracts/feature-map.yaml,PLANNED
YL-M-075-C-P04_030-02,P04-030,YL-M-075,ADMIN,ADMIN_CONTROL,显示模型服务简化状态,/api/mobile/v1/service-status/models,authenticated_user,none,approved mockup states for YL-M-075,contracts/feature-map.yaml,PLANNED
YL-W-005-C-P04_030-03,P04-030,YL-W-005,WEB,PUBLIC_SUPPORT,显示模型服务简化状态,/api/mobile/v1/service-status/models,authenticated_user,none,approved mockup states for YL-W-005,contracts/feature-map.yaml,PLANNED
YL-A-044-C-P05_001-01,P05-001,YL-A-044,ANDROID,PRIMARY_VISIBLE,请求 R2 预签名上传凭据,/api/mobile/v1/files/uploads,authenticated_user,none,approved mockup states for YL-A-044,contracts/feature-map.yaml,PLANNED
YL-M-076-C-P05_001-02,P05-001,YL-M-076,ADMIN,ADMIN_CONTROL,请求 R2 预签名上传凭据,/api/mobile/v1/files/uploads,authenticated_user,none,approved mockup states for YL-M-076,contracts/feature-map.yaml,PLANNED
YL-A-045-C-P05_002-01,P05-002,YL-A-045,ANDROID,PRIMARY_VISIBLE,直传文件并显示进度,r2://presigned-upload,authenticated_user,none,approved mockup states for YL-A-045,contracts/feature-map.yaml,PLANNED
YL-M-077-C-P05_002-02,P05-002,YL-M-077,ADMIN,ADMIN_CONTROL,直传文件并显示进度,r2://presigned-upload,authenticated_user,none,approved mockup states for YL-M-077,contracts/feature-map.yaml,PLANNED
YL-M-076-C-P05_003-01,P05-003,YL-M-076,ADMIN,ADMIN_CONTROL,完成上传并校验对象元数据,/api/mobile/v1/files/uploads/{uploadId}/complete,authenticated_user,none,approved mockup states for YL-M-076,contracts/feature-map.yaml,PLANNED
YL-M-078-C-P05_004-01,P05-004,YL-M-078,ADMIN,ADMIN_CONTROL,校验 MIME、扩展名、大小和哈希,policy://file-validation,authenticated_user,none,approved mockup states for YL-M-078,contracts/feature-map.yaml,PLANNED
YL-M-079-C-P05_005-01,P05-005,YL-M-079,ADMIN,ADMIN_CONTROL,执行恶意文件扫描和隔离,job://file-security-scan,authenticated_user,none,approved mockup states for YL-M-079,contracts/feature-map.yaml,PLANNED
YL-M-080-C-P05_006-01,P05-006,YL-M-080,ADMIN,ADMIN_CONTROL,生成图片缩略图和基本元数据,job://image-thumbnail,authenticated_user,none,approved mockup states for YL-M-080,contracts/feature-map.yaml,PLANNED
YL-A-046-C-P05_007-01,P05-007,YL-A-046,ANDROID,PRIMARY_VISIBLE,将图片作为视觉输入发送给模型,/api/mobile/v1/conversations/{conversationId}/runs,authenticated_user,usage_metered,approved mockup states for YL-A-046,contracts/feature-map.yaml,PLANNED
YL-M-070-C-P05_007-02,P05-007,YL-M-070,ADMIN,ADMIN_CONTROL,将图片作为视觉输入发送给模型,/api/mobile/v1/conversations/{conversationId}/runs,authenticated_user,usage_metered,approved mockup states for YL-M-070,contracts/feature-map.yaml,PLANNED
YL-M-081-C-P05_008-01,P05-008,YL-M-081,ADMIN,ADMIN_CONTROL,解析 PDF 文本、页面和预览,job://parse-pdf,authenticated_user,none,approved mockup states for YL-M-081,contracts/feature-map.yaml,PLANNED
YL-M-081-C-P05_009-01,P05-009,YL-M-081,ADMIN,ADMIN_CONTROL,解析 DOCX 文本和结构,job://parse-docx,authenticated_user,none,approved mockup states for YL-M-081,contracts/feature-map.yaml,PLANNED
YL-M-081-C-P05_010-01,P05-010,YL-M-081,ADMIN,ADMIN_CONTROL,解析 PPTX 页面文本和预览,job://parse-pptx,authenticated_user,none,approved mockup states for YL-M-081,contracts/feature-map.yaml,PLANNED
YL-M-081-C-P05_011-01,P05-011,YL-M-081,ADMIN,ADMIN_CONTROL,解析 XLSX 工作表和单元格结构,job://parse-xlsx,authenticated_user,none,approved mockup states for YL-M-081,contracts/feature-map.yaml,PLANNED
YL-M-081-C-P05_012-01,P05-012,YL-M-081,ADMIN,ADMIN_CONTROL,解析纯文本、Markdown和代码文件,job://parse-text,authenticated_user,none,approved mockup states for YL-M-081,contracts/feature-map.yaml,PLANNED
YL-A-047-C-P05_013-01,P05-013,YL-A-047,ANDROID,PRIMARY_VISIBLE,展示附件上传、扫描、解析和失败状态,/api/mobile/v1/files/{fileId},authenticated_user,none,approved mockup states for YL-A-047,contracts/feature-map.yaml,PLANNED
YL-M-082-C-P05_013-02,P05-013,YL-M-082,ADMIN,ADMIN_CONTROL,展示附件上传、扫描、解析和失败状态,/api/mobile/v1/files/{fileId},authenticated_user,none,approved mockup states for YL-M-082,contracts/feature-map.yaml,PLANNED
YL-A-048-C-P05_014-01,P05-014,YL-A-048,ANDROID,PRIMARY_VISIBLE,将资料库文件添加到消息,/api/mobile/v1/conversations/{conversationId}/attachments,authenticated_user,none,approved mockup states for YL-A-048,contracts/feature-map.yaml,PLANNED
YL-M-083-C-P05_014-02,P05-014,YL-M-083,ADMIN,ADMIN_CONTROL,将资料库文件添加到消息,/api/mobile/v1/conversations/{conversationId}/attachments,authenticated_user,none,approved mockup states for YL-M-083,contracts/feature-map.yaml,PLANNED
YL-A-049-C-P05_015-01,P05-015,YL-A-049,ANDROID,PRIMARY_VISIBLE,分页展示个人文件资料库,/api/mobile/v1/files,authenticated_user,none,approved mockup states for YL-A-049,contracts/feature-map.yaml,PLANNED
YL-M-076-C-P05_015-02,P05-015,YL-M-076,ADMIN,ADMIN_CONTROL,分页展示个人文件资料库,/api/mobile/v1/files,authenticated_user,none,approved mockup states for YL-M-076,contracts/feature-map.yaml,PLANNED
YL-A-050-C-P05_016-01,P05-016,YL-A-050,ANDROID,PRIMARY_VISIBLE,按名称、类型和时间搜索文件,/api/mobile/v1/files/search,authenticated_user,none,approved mockup states for YL-A-050,contracts/feature-map.yaml,PLANNED
YL-M-076-C-P05_016-02,P05-016,YL-M-076,ADMIN,ADMIN_CONTROL,按名称、类型和时间搜索文件,/api/mobile/v1/files/search,authenticated_user,none,approved mockup states for YL-M-076,contracts/feature-map.yaml,PLANNED
YL-A-051-C-P05_017-01,P05-017,YL-A-051,ANDROID,PRIMARY_VISIBLE,重命名文件,/api/mobile/v1/files/{fileId},authenticated_user,none,approved mockup states for YL-A-051,contracts/feature-map.yaml,PLANNED
YL-M-082-C-P05_017-02,P05-017,YL-M-082,ADMIN,ADMIN_CONTROL,重命名文件,/api/mobile/v1/files/{fileId},authenticated_user,none,approved mockup states for YL-M-082,contracts/feature-map.yaml,PLANNED
