state_id,page_id,surface,page_name,state_code,state_name,description,recovery,feature_ids,phases,work_packets,mockup_id,mockup_path,visual_kind,parent_page_id,screen_signature
YL-A-043-S09_PERMISSION_DENIED,YL-A-043,ANDROID,我的/服务状态,PERMISSION_DENIED,权限不足,不泄露资源存在性，说明所需权限或返回。,back_or_request_access,P04-030|P09-025,P04|P09,P04-W05|P09-W05,YL-A-043-S09_PERMISSION_DENIED,ui/mockups/android/YL-A-043/YL-A-043-S09_PERMISSION_DENIED.png,PAGE,YL-A-086,1b176135d06143b0
YL-A-044-S01_POPULATED,YL-A-044,ANDROID,附件选择器,POPULATED,有数据,真实结构化数据已加载。,none,P05-001,P05,P05-W01,YL-A-044-S01_POPULATED,ui/mockups/android/YL-A-044/YL-A-044-S01_POPULATED.png,OVERLAY,YL-A-024,cfc99913267440cc
YL-A-044-S02_FILTER_ACTIVE,YL-A-044,ANDROID,附件选择器,FILTER_ACTIVE,筛选生效,清晰展示筛选条件和结果数量。,clear_filter,P05-001,P05,P05-W01,YL-A-044-S02_FILTER_ACTIVE,ui/mockups/android/YL-A-044/YL-A-044-S02_FILTER_ACTIVE.png,OVERLAY,YL-A-024,cfc99913267440cc
YL-A-044-S03_EMPTY,YL-A-044,ANDROID,附件选择器,EMPTY,空数据,显示原因、下一步和主操作；不得使用伪造内容填满。,primary_action_or_refresh,P05-001,P05,P05-W01,YL-A-044-S03_EMPTY,ui/mockups/android/YL-A-044/YL-A-044-S03_EMPTY.png,OVERLAY,YL-A-024,cfc99913267440cc
YL-A-044-S04_DISABLED,YL-A-044,ANDROID,附件选择器,DISABLED,不可用,控件不可用并提供原因，不仅降低透明度。,resolve_prerequisite,P05-001,P05,P05-W01,YL-A-044-S04_DISABLED,ui/mockups/android/YL-A-044/YL-A-044-S04_DISABLED.png,OVERLAY,YL-A-024,cfc99913267440cc
YL-A-044-S05_SERVICE_DEGRADED,YL-A-044,ANDROID,附件选择器,SERVICE_DEGRADED,服务降级,展示受影响能力、替代通道和状态页入口。,choose_alternative_or_retry,P05-001,P05,P05-W01,YL-A-044-S05_SERVICE_DEGRADED,ui/mockups/android/YL-A-044/YL-A-044-S05_SERVICE_DEGRADED.png,OVERLAY,YL-A-024,cfc99913267440cc
YL-A-044-S06_SERVER_ERROR,YL-A-044,ANDROID,附件选择器,SERVER_ERROR,服务异常,服务端 5xx，显示请求 ID，不暴露堆栈。,retry_or_status,P05-001,P05,P05-W01,YL-A-044-S06_SERVER_ERROR,ui/mockups/android/YL-A-044/YL-A-044-S06_SERVER_ERROR.png,OVERLAY,YL-A-024,cfc99913267440cc
YL-A-045-S01_QUEUED,YL-A-045,ANDROID,上传进度,QUEUED,已排队,显示队列状态与提交时间，不伪造精确预计时间。,cancel,P05-002,P05,P05-W01,YL-A-045-S01_QUEUED,ui/mockups/android/YL-A-045/YL-A-045-S01_QUEUED.png,OVERLAY,YL-A-023,3636a3821686daec
YL-A-045-S02_PREPARING,YL-A-045,ANDROID,上传进度,PREPARING,准备任务,正在验证额度、文件和参数。,cancel_if_supported,P05-002,P05,P05-W01,YL-A-045-S02_PREPARING,ui/mockups/android/YL-A-045/YL-A-045-S02_PREPARING.png,OVERLAY,YL-A-023,3636a3821686daec
YL-A-045-S03_RUNNING,YL-A-045,ANDROID,上传进度,RUNNING,任务执行中,显示真实阶段和进度来源。,cancel_if_supported,P05-002,P05,P05-W01,YL-A-045-S03_RUNNING,ui/mockups/android/YL-A-045/YL-A-045-S03_RUNNING.png,OVERLAY,YL-A-023,3636a3821686daec
YL-A-045-S04_CANCEL_CONFIRM,YL-A-045,ANDROID,上传进度,CANCEL_CONFIRM,确认取消,说明取消后的计费和产物处理。,confirm_or_back,P05-002,P05,P05-W01,YL-A-045-S04_CANCEL_CONFIRM,ui/mockups/android/YL-A-045/YL-A-045-S04_CANCEL_CONFIRM.png,OVERLAY,YL-A-023,3636a3821686daec
YL-A-045-S05_CANCELLED,YL-A-045,ANDROID,上传进度,CANCELLED,任务已取消,显示已结算/解冻结果与重试入口。,restart,P05-002,P05,P05-W01,YL-A-045-S05_CANCELLED,ui/mockups/android/YL-A-045/YL-A-045-S05_CANCELLED.png,OVERLAY,YL-A-023,3636a3821686daec
YL-A-045-S06_SUCCESS,YL-A-045,ANDROID,上传进度,SUCCESS,操作成功,使用 Snackbar、结果页或成功卡，按合同给出下一步。,continue,P05-002,P05,P05-W01,YL-A-045-S06_SUCCESS,ui/mockups/android/YL-A-045/YL-A-045-S06_SUCCESS.png,OVERLAY,YL-A-023,3636a3821686daec
YL-A-045-S07_FAILED,YL-A-045,ANDROID,上传进度,FAILED,任务失败,显示可理解原因、错误码和可重试条件。,retry_or_edit,P05-002,P05,P05-W01,YL-A-045-S07_FAILED,ui/mockups/android/YL-A-045/YL-A-045-S07_FAILED.png,OVERLAY,YL-A-023,3636a3821686daec
YL-A-045-S08_RETRYING,YL-A-045,ANDROID,上传进度,RETRYING,任务重试中,显示尝试次数和上限，禁止无限重试。,cancel,P05-002,P05,P05-W01,YL-A-045-S08_RETRYING,ui/mockups/android/YL-A-045/YL-A-045-S08_RETRYING.png,OVERLAY,YL-A-023,3636a3821686daec
YL-A-045-S09_OFFLINE,YL-A-045,ANDROID,上传进度,OFFLINE,离线,说明当前离线；有缓存时显示缓存来源与时间。,retry_when_online,P05-002,P05,P05-W01,YL-A-045-S09_OFFLINE,ui/mockups/android/YL-A-045/YL-A-045-S09_OFFLINE.png,OVERLAY,YL-A-023,3636a3821686daec
YL-A-046-S01_DEFAULT,YL-A-046,ANDROID,会话/图片附件,DEFAULT,默认/可操作,数据与控件处于正常可操作状态。,none,P05-007,P05,P05-W01,YL-A-046-S01_DEFAULT,ui/mockups/android/YL-A-046/YL-A-046-S01_DEFAULT.png,COMPONENT_BOARD,YL-A-023,ecfaf63deea4678a
YL-A-046-S02_UPLOADING,YL-A-046,ANDROID,会话/图片附件,UPLOADING,上传中,显示文件名、进度、取消和后台继续策略。,cancel_or_wait,P05-007,P05,P05-W01,YL-A-046-S02_UPLOADING,ui/mockups/android/YL-A-046/YL-A-046-S02_UPLOADING.png,COMPONENT_BOARD,YL-A-023,ecfaf63deea4678a
YL-A-046-S03_UPLOAD_FAILED,YL-A-046,ANDROID,会话/图片附件,UPLOAD_FAILED,上传失败,保留文件选择并显示可重试原因。,retry,P05-007,P05,P05-W01,YL-A-046-S03_UPLOAD_FAILED,ui/mockups/android/YL-A-046/YL-A-046-S03_UPLOAD_FAILED.png,COMPONENT_BOARD,YL-A-023,ecfaf63deea4678a
YL-A-046-S04_SUCCESS,YL-A-046,ANDROID,会话/图片附件,SUCCESS,操作成功,使用 Snackbar、结果页或成功卡，按合同给出下一步。,continue,P05-007,P05,P05-W01,YL-A-046-S04_SUCCESS,ui/mockups/android/YL-A-046/YL-A-046-S04_SUCCESS.png,COMPONENT_BOARD,YL-A-023,ecfaf63deea4678a
YL-A-047-S01_DEFAULT,YL-A-047,ANDROID,附件卡片,DEFAULT,默认/可操作,数据与控件处于正常可操作状态。,none,P05-013,P05,P05-W02,YL-A-047-S01_DEFAULT,ui/mockups/android/YL-A-047/YL-A-047-S01_DEFAULT.png,COMPONENT_BOARD,YL-A-023,c3cbd873a51f45da
YL-A-047-S02_UPLOADING,YL-A-047,ANDROID,附件卡片,UPLOADING,上传中,显示文件名、进度、取消和后台继续策略。,cancel_or_wait,P05-013,P05,P05-W02,YL-A-047-S02_UPLOADING,ui/mockups/android/YL-A-047/YL-A-047-S02_UPLOADING.png,COMPONENT_BOARD,YL-A-023,c3cbd873a51f45da
YL-A-047-S03_UPLOAD_FAILED,YL-A-047,ANDROID,附件卡片,UPLOAD_FAILED,上传失败,保留文件选择并显示可重试原因。,retry,P05-013,P05,P05-W02,YL-A-047-S03_UPLOAD_FAILED,ui/mockups/android/YL-A-047/YL-A-047-S03_UPLOAD_FAILED.png,COMPONENT_BOARD,YL-A-023,c3cbd873a51f45da
YL-A-047-S04_SUCCESS,YL-A-047,ANDROID,附件卡片,SUCCESS,操作成功,使用 Snackbar、结果页或成功卡，按合同给出下一步。,continue,P05-013,P05,P05-W02,YL-A-047-S04_SUCCESS,ui/mockups/android/YL-A-047/YL-A-047-S04_SUCCESS.png,COMPONENT_BOARD,YL-A-023,c3cbd873a51f45da
YL-A-048-S01_POPULATED,YL-A-048,ANDROID,资料库选择器,POPULATED,有数据,真实结构化数据已加载。,none,P05-014,P05,P05-W03,YL-A-048-S01_POPULATED,ui/mockups/android/YL-A-048/YL-A-048-S01_POPULATED.png,OVERLAY,YL-A-044,56e82896631773c6
YL-A-048-S02_FILTER_ACTIVE,YL-A-048,ANDROID,资料库选择器,FILTER_ACTIVE,筛选生效,清晰展示筛选条件和结果数量。,clear_filter,P05-014,P05,P05-W03,YL-A-048-S02_FILTER_ACTIVE,ui/mockups/android/YL-A-048/YL-A-048-S02_FILTER_ACTIVE.png,OVERLAY,YL-A-044,56e82896631773c6
YL-A-048-S03_EMPTY,YL-A-048,ANDROID,资料库选择器,EMPTY,空数据,显示原因、下一步和主操作；不得使用伪造内容填满。,primary_action_or_refresh,P05-014,P05,P05-W03,YL-A-048-S03_EMPTY,ui/mockups/android/YL-A-048/YL-A-048-S03_EMPTY.png,OVERLAY,YL-A-044,56e82896631773c6
YL-A-048-S04_DISABLED,YL-A-048,ANDROID,资料库选择器,DISABLED,不可用,控件不可用并提供原因，不仅降低透明度。,resolve_prerequisite,P05-014,P05,P05-W03,YL-A-048-S04_DISABLED,ui/mockups/android/YL-A-048/YL-A-048-S04_DISABLED.png,OVERLAY,YL-A-044,56e82896631773c6
YL-A-048-S05_SERVICE_DEGRADED,YL-A-048,ANDROID,资料库选择器,SERVICE_DEGRADED,服务降级,展示受影响能力、替代通道和状态页入口。,choose_alternative_or_retry,P05-014,P05,P05-W03,YL-A-048-S05_SERVICE_DEGRADED,ui/mockups/android/YL-A-048/YL-A-048-S05_SERVICE_DEGRADED.png,OVERLAY,YL-A-044,56e82896631773c6
YL-A-048-S06_SERVER_ERROR,YL-A-048,ANDROID,资料库选择器,SERVER_ERROR,服务异常,服务端 5xx，显示请求 ID，不暴露堆栈。,retry_or_status,P05-014,P05,P05-W03,YL-A-048-S06_SERVER_ERROR,ui/mockups/android/YL-A-048/YL-A-048-S06_SERVER_ERROR.png,OVERLAY,YL-A-044,56e82896631773c6
YL-A-049-S01_LOADING,YL-A-049,ANDROID,工作/文件,LOADING,加载中,使用与最终布局一致的 Skeleton，禁止无限 Loading。,automatic_or_retry,P05-015,P05,P05-W03,YL-A-049-S01_LOADING,ui/mockups/android/YL-A-049/YL-A-049-S01_LOADING.png,PAGE,YL-A-077,95866d825684cbc9
YL-A-049-S02_POPULATED,YL-A-049,ANDROID,工作/文件,POPULATED,有数据,真实结构化数据已加载。,none,P05-015,P05,P05-W03,YL-A-049-S02_POPULATED,ui/mockups/android/YL-A-049/YL-A-049-S02_POPULATED.png,PAGE,YL-A-077,95866d825684cbc9
YL-A-049-S03_EMPTY,YL-A-049,ANDROID,工作/文件,EMPTY,空数据,显示原因、下一步和主操作；不得使用伪造内容填满。,primary_action_or_refresh,P05-015,P05,P05-W03,YL-A-049-S03_EMPTY,ui/mockups/android/YL-A-049/YL-A-049-S03_EMPTY.png,PAGE,YL-A-077,95866d825684cbc9
YL-A-049-S04_REFRESHING,YL-A-049,ANDROID,工作/文件,REFRESHING,刷新中,保留已有内容并显示局部刷新，不清空整页。,automatic,P05-015,P05,P05-W03,YL-A-049-S04_REFRESHING,ui/mockups/android/YL-A-049/YL-A-049-S04_REFRESHING.png,PAGE,YL-A-077,95866d825684cbc9
YL-A-049-S05_FILTER_ACTIVE,YL-A-049,ANDROID,工作/文件,FILTER_ACTIVE,筛选生效,清晰展示筛选条件和结果数量。,clear_filter,P05-015,P05,P05-W03,YL-A-049-S05_FILTER_ACTIVE,ui/mockups/android/YL-A-049/YL-A-049-S05_FILTER_ACTIVE.png,PAGE,YL-A-077,95866d825684cbc9
YL-A-049-S06_OFFLINE_CACHE,YL-A-049,ANDROID,工作/文件,OFFLINE_CACHE,离线缓存,展示可用缓存并明确其不是最新数据。,refresh_when_online,P05-015,P05,P05-W03,YL-A-049-S06_OFFLINE_CACHE,ui/mockups/android/YL-A-049/YL-A-049-S06_OFFLINE_CACHE.png,PAGE,YL-A-077,95866d825684cbc9
YL-A-049-S07_NETWORK_ERROR,YL-A-049,ANDROID,工作/文件,NETWORK_ERROR,网络连接失败,网络不可达或 DNS/TLS 失败，提供重试。,retry,P05-015,P05,P05-W03,YL-A-049-S07_NETWORK_ERROR,ui/mockups/android/YL-A-049/YL-A-049-S07_NETWORK_ERROR.png,PAGE,YL-A-077,95866d825684cbc9
YL-A-049-S08_SERVER_ERROR,YL-A-049,ANDROID,工作/文件,SERVER_ERROR,服务异常,服务端 5xx，显示请求 ID，不暴露堆栈。,retry_or_status,P05-015,P05,P05-W03,YL-A-049-S08_SERVER_ERROR,ui/mockups/android/YL-A-049/YL-A-049-S08_SERVER_ERROR.png,PAGE,YL-A-077,95866d825684cbc9
YL-A-049-S09_PERMISSION_DENIED,YL-A-049,ANDROID,工作/文件,PERMISSION_DENIED,权限不足,不泄露资源存在性，说明所需权限或返回。,back_or_request_access,P05-015,P05,P05-W03,YL-A-049-S09_PERMISSION_DENIED,ui/mockups/android/YL-A-049/YL-A-049-S09_PERMISSION_DENIED.png,PAGE,YL-A-077,95866d825684cbc9
YL-A-050-S01_LOADING,YL-A-050,ANDROID,文件搜索,LOADING,加载中,使用与最终布局一致的 Skeleton，禁止无限 Loading。,automatic_or_retry,P05-016,P05,P05-W03,YL-A-050-S01_LOADING,ui/mockups/android/YL-A-050/YL-A-050-S01_LOADING.png,PAGE,YL-A-049,20735db17c3aeaeb
YL-A-050-S02_POPULATED,YL-A-050,ANDROID,文件搜索,POPULATED,有数据,真实结构化数据已加载。,none,P05-016,P05,P05-W03,YL-A-050-S02_POPULATED,ui/mockups/android/YL-A-050/YL-A-050-S02_POPULATED.png,PAGE,YL-A-049,20735db17c3aeaeb
YL-A-050-S03_EMPTY,YL-A-050,ANDROID,文件搜索,EMPTY,空数据,显示原因、下一步和主操作；不得使用伪造内容填满。,primary_action_or_refresh,P05-016,P05,P05-W03,YL-A-050-S03_EMPTY,ui/mockups/android/YL-A-050/YL-A-050-S03_EMPTY.png,PAGE,YL-A-049,20735db17c3aeaeb
YL-A-050-S04_REFRESHING,YL-A-050,ANDROID,文件搜索,REFRESHING,刷新中,保留已有内容并显示局部刷新，不清空整页。,automatic,P05-016,P05,P05-W03,YL-A-050-S04_REFRESHING,ui/mockups/android/YL-A-050/YL-A-050-S04_REFRESHING.png,PAGE,YL-A-049,20735db17c3aeaeb
YL-A-050-S05_FILTER_ACTIVE,YL-A-050,ANDROID,文件搜索,FILTER_ACTIVE,筛选生效,清晰展示筛选条件和结果数量。,clear_filter,P05-016,P05,P05-W03,YL-A-050-S05_FILTER_ACTIVE,ui/mockups/android/YL-A-050/YL-A-050-S05_FILTER_ACTIVE.png,PAGE,YL-A-049,20735db17c3aeaeb
YL-A-050-S06_OFFLINE_CACHE,YL-A-050,ANDROID,文件搜索,OFFLINE_CACHE,离线缓存,展示可用缓存并明确其不是最新数据。,refresh_when_online,P05-016,P05,P05-W03,YL-A-050-S06_OFFLINE_CACHE,ui/mockups/android/YL-A-050/YL-A-050-S06_OFFLINE_CACHE.png,PAGE,YL-A-049,20735db17c3aeaeb
YL-A-050-S07_NETWORK_ERROR,YL-A-050,ANDROID,文件搜索,NETWORK_ERROR,网络连接失败,网络不可达或 DNS/TLS 失败，提供重试。,retry,P05-016,P05,P05-W03,YL-A-050-S07_NETWORK_ERROR,ui/mockups/android/YL-A-050/YL-A-050-S07_NETWORK_ERROR.png,PAGE,YL-A-049,20735db17c3aeaeb
YL-A-050-S08_SERVER_ERROR,YL-A-050,ANDROID,文件搜索,SERVER_ERROR,服务异常,服务端 5xx，显示请求 ID，不暴露堆栈。,retry_or_status,P05-016,P05,P05-W03,YL-A-050-S08_SERVER_ERROR,ui/mockups/android/YL-A-050/YL-A-050-S08_SERVER_ERROR.png,PAGE,YL-A-049,20735db17c3aeaeb
YL-A-050-S09_PERMISSION_DENIED,YL-A-050,ANDROID,文件搜索,PERMISSION_DENIED,权限不足,不泄露资源存在性，说明所需权限或返回。,back_or_request_access,P05-016,P05,P05-W03,YL-A-050-S09_PERMISSION_DENIED,ui/mockups/android/YL-A-050/YL-A-050-S09_PERMISSION_DENIED.png,PAGE,YL-A-049,20735db17c3aeaeb
YL-A-051-S01_DEFAULT,YL-A-051,ANDROID,文件菜单,DEFAULT,默认/可操作,数据与控件处于正常可操作状态。,none,P05-017|P05-019,P05,P05-W03,YL-A-051-S01_DEFAULT,ui/mockups/android/YL-A-051/YL-A-051-S01_DEFAULT.png,OVERLAY,YL-A-052,0313ef2f5fc02907
YL-A-051-S02_SUBMITTING,YL-A-051,ANDROID,文件菜单,SUBMITTING,提交中,主按钮保留尺寸并显示进度，禁止重复提交。,wait_or_cancel_if_supported,P05-017|P05-019,P05,P05-W03,YL-A-051-S02_SUBMITTING,ui/mockups/android/YL-A-051/YL-A-051-S02_SUBMITTING.png,OVERLAY,YL-A-052,0313ef2f5fc02907
YL-A-051-S03_SUCCESS,YL-A-051,ANDROID,文件菜单,SUCCESS,操作成功,使用 Snackbar、结果页或成功卡，按合同给出下一步。,continue,P05-017|P05-019,P05,P05-W03,YL-A-051-S03_SUCCESS,ui/mockups/android/YL-A-051/YL-A-051-S03_SUCCESS.png,OVERLAY,YL-A-052,0313ef2f5fc02907
YL-A-051-S04_SAVE_ERROR,YL-A-051,ANDROID,文件菜单,SAVE_ERROR,保存失败,保留用户输入，显示稳定错误码和重试动作。,retry,P05-017|P05-019,P05,P05-W03,YL-A-051-S04_SAVE_ERROR,ui/mockups/android/YL-A-051/YL-A-051-S04_SAVE_ERROR.png,OVERLAY,YL-A-052,0313ef2f5fc02907
YL-A-051-S05_DISABLED,YL-A-051,ANDROID,文件菜单,DISABLED,不可用,控件不可用并提供原因，不仅降低透明度。,resolve_prerequisite,P05-017|P05-019,P05,P05-W03,YL-A-051-S05_DISABLED,ui/mockups/android/YL-A-051/YL-A-051-S05_DISABLED.png,OVERLAY,YL-A-052,0313ef2f5fc02907
YL-A-052-S01_LOADING,YL-A-052,ANDROID,文件详情,LOADING,加载中,使用与最终布局一致的 Skeleton，禁止无限 Loading。,automatic_or_retry,P05-018,P05,P05-W03,YL-A-052-S01_LOADING,ui/mockups/android/YL-A-052/YL-A-052-S01_LOADING.png,PAGE,YL-A-049,216cd3daf9dbc52d
YL-A-052-S02_POPULATED,YL-A-052,ANDROID,文件详情,POPULATED,有数据,真实结构化数据已加载。,none,P05-018,P05,P05-W03,YL-A-052-S02_POPULATED,ui/mockups/android/YL-A-052/YL-A-052-S02_POPULATED.png,PAGE,YL-A-049,216cd3daf9dbc52d
YL-A-052-S03_NOT_FOUND,YL-A-052,ANDROID,文件详情,NOT_FOUND,内容不存在,资源不存在、已删除或不可访问。,back,P05-018,P05,P05-W03,YL-A-052-S03_NOT_FOUND,ui/mockups/android/YL-A-052/YL-A-052-S03_NOT_FOUND.png,PAGE,YL-A-049,216cd3daf9dbc52d
YL-A-052-S04_EDIT_MODE,YL-A-052,ANDROID,文件详情,EDIT_MODE,编辑状态,可编辑字段与只读字段明显区分。,save_or_cancel,P05-018,P05,P05-W03,YL-A-052-S04_EDIT_MODE,ui/mockups/android/YL-A-052/YL-A-052-S04_EDIT_MODE.png,PAGE,YL-A-049,216cd3daf9dbc52d
YL-A-052-S05_DIRTY,YL-A-052,ANDROID,文件详情,DIRTY,存在未保存修改,离开或关闭前必须确认。,save_or_discard,P05-018,P05,P05-W03,YL-A-052-S05_DIRTY,ui/mockups/android/YL-A-052/YL-A-052-S05_DIRTY.png,PAGE,YL-A-049,216cd3daf9dbc52d
YL-A-052-S06_SAVE_SUCCESS,YL-A-052,ANDROID,文件详情,SAVE_SUCCESS,保存成功,保存结果明确且数据回读一致。,continue,P05-018,P05,P05-W03,YL-A-052-S06_SAVE_SUCCESS,ui/mockups/android/YL-A-052/YL-A-052-S06_SAVE_SUCCESS.png,PAGE,YL-A-049,216cd3daf9dbc52d
YL-A-052-S07_SAVE_ERROR,YL-A-052,ANDROID,文件详情,SAVE_ERROR,保存失败,保留用户输入，显示稳定错误码和重试动作。,retry,P05-018,P05,P05-W03,YL-A-052-S07_SAVE_ERROR,ui/mockups/android/YL-A-052/YL-A-052-S07_SAVE_ERROR.png,PAGE,YL-A-049,216cd3daf9dbc52d
YL-A-052-S08_OFFLINE,YL-A-052,ANDROID,文件详情,OFFLINE,离线,说明当前离线；有缓存时显示缓存来源与时间。,retry_when_online,P05-018,P05,P05-W03,YL-A-052-S08_OFFLINE,ui/mockups/android/YL-A-052/YL-A-052-S08_OFFLINE.png,PAGE,YL-A-049,216cd3daf9dbc52d
YL-A-052-S09_PERMISSION_DENIED,YL-A-052,ANDROID,文件详情,PERMISSION_DENIED,权限不足,不泄露资源存在性，说明所需权限或返回。,back_or_request_access,P05-018,P05,P05-W03,YL-A-052-S09_PERMISSION_DENIED,ui/mockups/android/YL-A-052/YL-A-052-S09_PERMISSION_DENIED.png,PAGE,YL-A-049,216cd3daf9dbc52d
YL-A-053-S01_LOADING,YL-A-053,ANDROID,工作/项目,LOADING,加载中,使用与最终布局一致的 Skeleton，禁止无限 Loading。,automatic_or_retry,P06-001,P06,P06-W01,YL-A-053-S01_LOADING,ui/mockups/android/YL-A-053/YL-A-053-S01_LOADING.png,PAGE,YL-A-077,1d89c299f7d86957
YL-A-053-S02_POPULATED,YL-A-053,ANDROID,工作/项目,POPULATED,有数据,真实结构化数据已加载。,none,P06-001,P06,P06-W01,YL-A-053-S02_POPULATED,ui/mockups/android/YL-A-053/YL-A-053-S02_POPULATED.png,PAGE,YL-A-077,1d89c299f7d86957
YL-A-053-S03_EMPTY,YL-A-053,ANDROID,工作/项目,EMPTY,空数据,显示原因、下一步和主操作；不得使用伪造内容填满。,primary_action_or_refresh,P06-001,P06,P06-W01,YL-A-053-S03_EMPTY,ui/mockups/android/YL-A-053/YL-A-053-S03_EMPTY.png,PAGE,YL-A-077,1d89c299f7d86957
YL-A-053-S04_REFRESHING,YL-A-053,ANDROID,工作/项目,REFRESHING,刷新中,保留已有内容并显示局部刷新，不清空整页。,automatic,P06-001,P06,P06-W01,YL-A-053-S04_REFRESHING,ui/mockups/android/YL-A-053/YL-A-053-S04_REFRESHING.png,PAGE,YL-A-077,1d89c299f7d86957
YL-A-053-S05_FILTER_ACTIVE,YL-A-053,ANDROID,工作/项目,FILTER_ACTIVE,筛选生效,清晰展示筛选条件和结果数量。,clear_filter,P06-001,P06,P06-W01,YL-A-053-S05_FILTER_ACTIVE,ui/mockups/android/YL-A-053/YL-A-053-S05_FILTER_ACTIVE.png,PAGE,YL-A-077,1d89c299f7d86957
YL-A-053-S06_OFFLINE_CACHE,YL-A-053,ANDROID,工作/项目,OFFLINE_CACHE,离线缓存,展示可用缓存并明确其不是最新数据。,refresh_when_online,P06-001,P06,P06-W01,YL-A-053-S06_OFFLINE_CACHE,ui/mockups/android/YL-A-053/YL-A-053-S06_OFFLINE_CACHE.png,PAGE,YL-A-077,1d89c299f7d86957
YL-A-053-S07_NETWORK_ERROR,YL-A-053,ANDROID,工作/项目,NETWORK_ERROR,网络连接失败,网络不可达或 DNS/TLS 失败，提供重试。,retry,P06-001,P06,P06-W01,YL-A-053-S07_NETWORK_ERROR,ui/mockups/android/YL-A-053/YL-A-053-S07_NETWORK_ERROR.png,PAGE,YL-A-077,1d89c299f7d86957
YL-A-053-S08_SERVER_ERROR,YL-A-053,ANDROID,工作/项目,SERVER_ERROR,服务异常,服务端 5xx，显示请求 ID，不暴露堆栈。,retry_or_status,P06-001,P06,P06-W01,YL-A-053-S08_SERVER_ERROR,ui/mockups/android/YL-A-053/YL-A-053-S08_SERVER_ERROR.png,PAGE,YL-A-077,1d89c299f7d86957
YL-A-053-S09_PERMISSION_DENIED,YL-A-053,ANDROID,工作/项目,PERMISSION_DENIED,权限不足,不泄露资源存在性，说明所需权限或返回。,back_or_request_access,P06-001,P06,P06-W01,YL-A-053-S09_PERMISSION_DENIED,ui/mockups/android/YL-A-053/YL-A-053-S09_PERMISSION_DENIED.png,PAGE,YL-A-077,1d89c299f7d86957
YL-A-054-S01_DEFAULT,YL-A-054,ANDROID,新建项目,DEFAULT,默认/可操作,数据与控件处于正常可操作状态。,none,P06-002,P06,P06-W01,YL-A-054-S01_DEFAULT,ui/mockups/android/YL-A-054/YL-A-054-S01_DEFAULT.png,PAGE,YL-A-053,ec3df510adca1fd4
YL-A-054-S02_INPUT_FOCUSED,YL-A-054,ANDROID,新建项目,INPUT_FOCUSED,输入聚焦,键盘弹出、焦点环和辅助文案布局稳定。,none,P06-002,P06,P06-W01,YL-A-054-S02_INPUT_FOCUSED,ui/mockups/android/YL-A-054/YL-A-054-S02_INPUT_FOCUSED.png,PAGE,YL-A-053,ec3df510adca1fd4
YL-A-054-S03_VALIDATION_ERROR,YL-A-054,ANDROID,新建项目,VALIDATION_ERROR,表单校验失败,字段级错误紧邻字段，首个错误获得焦点。,correct_input,P06-002,P06,P06-W01,YL-A-054-S03_VALIDATION_ERROR,ui/mockups/android/YL-A-054/YL-A-054-S03_VALIDATION_ERROR.png,PAGE,YL-A-053,ec3df510adca1fd4
YL-A-054-S04_SUBMITTING,YL-A-054,ANDROID,新建项目,SUBMITTING,提交中,主按钮保留尺寸并显示进度，禁止重复提交。,wait_or_cancel_if_supported,P06-002,P06,P06-W01,YL-A-054-S04_SUBMITTING,ui/mockups/android/YL-A-054/YL-A-054-S04_SUBMITTING.png,PAGE,YL-A-053,ec3df510adca1fd4
YL-A-054-S05_SUCCESS,YL-A-054,ANDROID,新建项目,SUCCESS,操作成功,使用 Snackbar、结果页或成功卡，按合同给出下一步。,continue,P06-002,P06,P06-W01,YL-A-054-S05_SUCCESS,ui/mockups/android/YL-A-054/YL-A-054-S05_SUCCESS.png,PAGE,YL-A-053,ec3df510adca1fd4
YL-A-054-S06_SAVE_ERROR,YL-A-054,ANDROID,新建项目,SAVE_ERROR,保存失败,保留用户输入，显示稳定错误码和重试动作。,retry,P06-002,P06,P06-W01,YL-A-054-S06_SAVE_ERROR,ui/mockups/android/YL-A-054/YL-A-054-S06_SAVE_ERROR.png,PAGE,YL-A-053,ec3df510adca1fd4
YL-A-054-S07_OFFLINE,YL-A-054,ANDROID,新建项目,OFFLINE,离线,说明当前离线；有缓存时显示缓存来源与时间。,retry_when_online,P06-002,P06,P06-W01,YL-A-054-S07_OFFLINE,ui/mockups/android/YL-A-054/YL-A-054-S07_OFFLINE.png,PAGE,YL-A-053,ec3df510adca1fd4
YL-A-054-S08_DISABLED,YL-A-054,ANDROID,新建项目,DISABLED,不可用,控件不可用并提供原因，不仅降低透明度。,resolve_prerequisite,P06-002,P06,P06-W01,YL-A-054-S08_DISABLED,ui/mockups/android/YL-A-054/YL-A-054-S08_DISABLED.png,PAGE,YL-A-053,ec3df510adca1fd4
YL-A-055-S01_LOADING,YL-A-055,ANDROID,项目详情,LOADING,加载中,使用与最终布局一致的 Skeleton，禁止无限 Loading。,automatic_or_retry,P06-003,P06,P06-W01,YL-A-055-S01_LOADING,ui/mockups/android/YL-A-055/YL-A-055-S01_LOADING.png,PAGE,YL-A-053,96d3fccd96efcb2d
YL-A-055-S02_POPULATED,YL-A-055,ANDROID,项目详情,POPULATED,有数据,真实结构化数据已加载。,none,P06-003,P06,P06-W01,YL-A-055-S02_POPULATED,ui/mockups/android/YL-A-055/YL-A-055-S02_POPULATED.png,PAGE,YL-A-053,96d3fccd96efcb2d
